"","V1","V2","V3","V4","V5","V6","V7"
"132","132","-1.57561318756396","-1.06252111932957","0.474054101117001","0.414646269026568","-10.545275085784","-9.92278398314465"
"133","133","-2.52689375182705","-0.976709000797886","0.241931693006989","0.57950642100928","-23.4069619715985","-19.4952312644557"
"134","134","-1.45492950016617","-0.841464149715697","3.08372607691525","2.64699165883324","-10.6240992370559","-11.9723675766318"
"135","135","0.0757839976052853","-0.189031848942246","4.54835786108695","2.83280312612467","-6.53975761612856","-5.98574033222274"
"136","136","-1.56878676004934","-0.455210506303666","2.15085907625177","2.66594862589939","-8.54060363780793","-10.5945234768384"
"137","137","-2.2616148539676","-0.505828535456239","1.46827334131645","1.83435280906797","-21.655858535567","-19.9064595665382"
"138","138","-1.54260737737667","-0.100870982798351","3.87852365937902","2.80044129919596","-16.1716910055785","-14.1083866049066"
"139","139","-1.32978087590954","-0.178265592549331","2.92475183046789","1.80585450231204","-3.58064570972085","-10.0671040406621"
"140","140","-0.990407732782558","-0.100077769910972","3.16114895777096","2.29229631534509","-12.955339549133","-12.7840862067198"
"141","141","-1.13794979521189","-0.47100296476815","1.00271942114857","1.90703696891653","-13.4987053657104","-11.2659426991701"
"142","142","-1.82230062749081","0.512557943420974","1.00510573366646","1.092902075659","-17.512430381112","-13.5363893463704"
"143","143","-1.63625335065246","0.478902227926732","2.05562760194843","0.672690711388207","-11.8100537658486","-13.7738670272115"
"144","144","-0.700432045892823","-0.0904422801777315","2.8705208974865","0.628694156168586","-7.43211704001226","-7.87670820495735"
"145","145","-1.60357608156442","0.102492082266732","1.18633939756931","0.972608021942267","-17.0187041449038","-14.7266554166675"
"146","146","-1.8227066115005","0.0122677837570472","3.54613736512426","2.27641563744069","-12.9906696008279","-16.7515416527792"
"147","147","-1.06148269937096","0.966737226164276","2.46801368090034","1.13120878793852","-11.5929666737236","-10.7274919937464"
"148","148","-0.365853295527436","-0.297462853169857","3.23559564459842","2.56981587772642","-8.59641729337238","-8.45818111850907"
"149","149","-1.82941876518257","0.528593021982105","2.77464800392142","2.63120250580244","-12.3483123127428","-16.0963870775809"
"150","150","-2.29467579992959","0.00956462117086234","0.391823323453333","1.83294903877","-19.0851720812095","-18.6352874705451"
"151","151","-0.935642923098955","-0.530245198928019","-0.264724565715329","0.535934180896597","-10.1043770719884","-6.00267860589872"
"152","152","-2.30008188367855","-0.192866687408672","-0.0958298933780199","0.0589333224744589","-23.602830791789","-22.9214527352115"
"153","153","-1.53582209875335","-0.35102269571121","3.67631530605383","1.91057178213936","-13.0235555404064","-16.0334943714758"
"154","154","-1.49345493452799","-1.07247488665065","0.376189274702708","0.351388733854368","-13.3849410905924","-14.8135746468739"
"155","155","-1.18061027386885","-0.455439602530398","3.50791591552037","4.59431172897347","-12.6240682566726","-11.6635423138325"
"156","156","-1.02131130504898","0.0851576829396839","5.84646268449671","4.32132516379374","-3.48796483373917","-7.53861168111694"
"157","157","-0.455867536816548","0.147762079497535","6.62221823104035","3.20047467113299","-1.97805365785249","-4.41910046126253"
"158","158","-1.65986304096774","-0.772229877665335","2.03652670807136","1.98909442464828","-17.7346127504726","-16.5729441914931"
"159","159","-0.549411017883571","-0.416910568596977","-1.7201915540304","-0.998091304859206","-5.75589296102607","-5.53294754822923"
"160","160","-0.868055216455177","-0.695337775306283","2.94144180784683","2.66479631624338","-6.81103031753277","-7.20054124078564"
"161","161","-2.32712910454328","-0.0627754782969139","-0.0805174725961629","0.101496777353457","-23.3534739807411","-22.751078350094"
"162","162","-1.35988296377304","-0.243105215329542","2.35822190692849","1.57135378850643","-3.28426508144571","-8.85828181375009"
"163","163","-0.221254997621377","0.24797897617491","2.78743876958008","1.62585240755874","-2.14230597866252","-2.63210234863302"
"164","164","-2.23675494195703","0.394447932409318","0.996901313937498","1.18574061894881","-16.6490492886413","-20.3746329014432"
"165","165","-1.92160222626695","-0.235892180196702","4.45458676173458","3.42024772543465","-13.5198730928591","-17.4874753105577"
"166","166","-2.25376527061788","-0.976918397136321","0.00473741704909218","0.623834780209966","-21.534742214918","-17.3214067987907"
"167","167","-0.923490920309274","0.0858609707891896","3.60527593952838","2.34809684663055","-4.34797346179659","-7.00630130423087"
"168","168","-1.25153866990114","-0.394513921897679","4.25324348550847","3.23354324159345","-11.4922591430881","-7.59121334563134"
"169","169","-1.04299629213789","0.890092283724543","0.902472666392445","0.756925823515507","-10.2727706298083","-12.4318005921421"
"170","170","-0.489420409682461","0.270827767966733","2.71507330138706","2.2345719909923","0.585092232600358","-6.43848776657687"
"171","171","-1.60707991440926","0.062723030253594","-0.436835916362354","-0.322050359173993","-16.0236975917562","-12.0424458216243"
"172","172","-0.892439075755748","-0.0343306214207766","0.789195161957087","1.11888256376491","-12.9738129022821","-12.6151158162038"
"173","173","-1.28131690339872","-0.8085347347265","4.19543783512311","3.41405807302727","-10.1172942405596","-10.4547745759301"
"174","174","-0.719719579062256","-0.754534830098934","4.89001494013587","3.99849676967987","-6.62951403208291","-7.58373263727115"
"175","175","-0.945570286781504","0.145497532192591","1.29850803465116","2.26250751599074","-11.5560047807768","-8.77000122954548"
"176","176","-2.02486215606167","-0.620203145485795","0.708675040815962","-0.349954403491535","-14.8106947090913","-16.2031426216036"
"177","177","-1.17907963880629","0.121605666871012","2.65418577139445","2.05893296281975","-15.5601402756267","-15.751725773992"
"178","178","-0.431598454800511","-0.29788633760307","4.40697434776767","1.52304552296728","-8.39038406227479","-4.13255766711332"
"179","179","-0.500081505652977","-0.380607845056531","4.96263130238114","3.73795298873821","-5.02141270723672","-4.38252443088423"
"180","180","-1.43819345133963","-0.322168321489871","4.43591126658395","3.58209978355454","-11.6828707028124","-11.6996412140591"
"181","181","-1.80030572827095","-0.561831039713146","2.4681339537891","1.90725736954702","-18.3577681327776","-15.0369541647036"
"182","182","-2.45452039546657","-0.122713964271104","-0.234965814039717","0.30021699471796","-25.0847470142862","-23.7423374195868"
"183","183","-1.0684146878892","-1.48821566178133","1.76578171075044","1.86639034005585","-9.29849694182815","-8.14305754659924"
"184","184","-1.09021056416212","-0.409734221595611","1.27727476099765","0.714196673539437","-9.80258922040029","-8.73235405748148"
"185","185","-2.27723651617989","-0.206774609589082","0.08916640665599","0.545691036592937","-24.0943477552996","-23.3959692181856"
"186","186","-1.88459408003679","0.162467612368068","4.28296989980809","2.00437459995823","-13.7785173243822","-15.1051484444025"
"187","187","-1.3014304948137","-0.787616319754875","0.849239962433678","1.39526046275107","-16.313649345822","-15.9210030511475"
"188","188","-1.14214523372138","-0.84563693857163","2.29019412323549","1.62224009447887","-9.70490493653667","-12.8148487586995"
"189","189","-0.75824436855093","-0.965961482809024","4.43027426075722","2.48214075927107","-3.89536438412743","-4.76748720510647"
"190","190","-1.24475605530757","0.00429835740656346","4.19994800768894","3.10510877333874","-12.125514875765","-14.8344975204402"
"191","191","-0.933073665331031","0.127009039058738","3.81037499680045","1.48344151977982","-12.8588267920232","-11.570861426422"
"192","192","-2.08797434023692","-0.904787029586947","-0.391544157846931","-0.340521266510648","-13.3815806323605","-15.9312987251709"
"193","193","-0.856500853364167","0.0431120443262396","4.57865853489478","4.19982395391412","-12.7740845493131","-12.1038209593268"
"194","194","-1.27161851589283","0.208361808020373","3.03723539995325","1.37343220225418","-13.3353369870547","-9.94873173851271"
"195","195","-0.975033580342327","-0.122035545548883","3.55634561531549","3.19551088497922","-6.56303362921383","-6.04757972636805"
"196","196","0.177039565626509","0.0303982752699973","4.94822077275065","4.30000172645091","-1.3035651148798","-0.724233064223003"
"197","197","0.214668496251621","-0.262842770102878","6.1791330844651","4.09655748708178","-4.00245590762277","-0.873931689015081"
"198","198","-0.287525055024253","0.117793399554297","6.31829662130946","3.03926250639638","-2.81972673723422","-3.09080166679564"
"199","199","-0.769041336364376","-0.420477640007118","3.82988590140233","0.820442381196996","-10.119990641422","-5.82496815693704"
"200","200","-0.909937819900583","-0.197369960768359","3.80020550746607","0.524428931131197","-7.44491411795275","-9.36537197085281"
"201","201","-1.34944337451498","-0.792873710637797","2.88581102426146","2.68580637389045","-12.7319492427582","-10.4168133586586"
"202","202","-0.269640582771074","-0.623225506208672","2.9503999506981","2.52809061764329","-8.8188382179811","-7.39580842439315"
"203","203","-0.723424912255059","-0.904378171630554","3.28414993677228","2.7884531019937","-9.51629254225303","-6.41760549953709"
"204","204","-2.39345309129653","-0.150066162531817","0.0110303976324828","0.118090203809353","-23.0316538476028","-23.1798271284489"
"205","205","-1.13282017852402","0.0996282640631469","5.27403041584637","2.36182493900439","-9.47485082397783","-12.0688744520014"
"206","206","-1.13200375303172","-0.48506238656464","4.3209676720796","2.91731607375445","-10.926416687397","-8.51620454505952"
"207","207","-0.808882316931171","0.0699600829882651","6.00956026241563","2.86767405130918","-5.22277402923955","-5.14065569034245"
"208","208","-1.30498647310862","-0.742987498115742","4.31161215622843","3.45930618170942","-7.80511855678005","-6.82969972032282"
"209","209","0.113230500300222","-0.197694455582016","6.69611669037366","4.29008797264288","0.163996666054465","-2.42879159686499"
"210","210","-2.39312596830114","-0.0768696075417638","0.114680277421192","0.368329671896737","-23.466709336649","-22.9888277317686"
"211","211","-1.16527678282952","-0.991062905620933","0.906197651175456","1.12595868750762","-16.2585653380181","-14.8250421550966"
"212","212","-0.681995305454772","-1.09447200763737","1.47331678921662","1.75149072878853","-6.55991252931978","-5.49867435234558"
"213","213","-1.766206262899","-0.627808869287253","2.44923194965604","2.377506584545","-11.8764309630417","-16.2976847346224"
"214","214","-0.7340828834791","-0.0823653235435511","2.65794999185244","2.49548883350399","-12.3042695255346","-11.5802466165723"
"215","215","-1.9992470601433","-0.197757225419859","1.57583989465722","0.844679417421151","-15.6804840369559","-16.22432145186"
"216","216","-2.26585971077411","-0.196313745568792","0.116159432151883","0.699173466827412","-23.1142125839539","-22.2960512070145"
"217","217","-0.77062649719836","-0.567030619550139","5.96634804708452","3.01517278978693","-5.61580384082061","-5.18897476411758"
"218","218","-0.784630702045248","-1.03256502512111","-0.394846987662608","1.09730266987094","-3.46681888301457","-4.03014095690017"
"219","219","-1.47593279794159","-0.20819176353053","1.9556356386175","1.56065746381292","-4.19152991054203","-10.8832252313193"
"220","220","-1.05499671017911","-0.632871408550308","3.67567493927808","3.85169958131511","-10.4486126543902","-5.77793135753145"
"221","221","-0.996139876106744","-0.57701788080156","5.60689501054482","2.88639497891319","-7.50081702310982","-6.67216138374212"
"222","222","-1.05351056279489","-0.774525281566281","4.28300623397487","3.56232359633433","-10.2985467061157","-8.92970790031235"
"223","223","-0.806211071574038","-0.655945606095654","3.4794389229714","3.75780878090626","-6.8166953741657","-6.65623799410332"
"224","224","-0.54726154420597","0.100352148647541","3.63186570244037","2.06250430767454","-6.35910682959118","-6.24410136026715"
"225","225","-1.35956400617308","-0.956275302038516","-0.526585415306443","-0.640357789371039","-16.6103081432248","-13.4595866979983"
"226","226","-1.46477034421046","-0.364883963868206","0.141901649590946","0.864196057169702","-10.7402740558579","-11.9996181664702"
"227","227","-0.779275840249447","-0.178245462007913","1.96414520841886","0.347424270337224","-7.32484521153923","-10.2810316592477"
"228","228","0.221181834043146","-0.0688044055146586","6.45701840870402","4.10232641822158","-3.90582365097583","-2.61022689064306"
"229","229","-2.24081437119141","-0.162540984874847","-0.0743378409018369","0.489262373642495","-22.6151298290597","-22.0928108427798"
"230","230","-1.99671623533217","-0.287151492218374","0.946028779189654","1.17600070258212","-22.0126726906515","-20.7646836388265"
"231","231","-0.513475794505954","0.382402176302427","2.73995675061683","1.22539523803679","-6.70401465150082","-5.16208452357704"
"232","232","-1.31573787360343","-0.707798857892867","0.61943620775096","1.15485751657942","-16.8249363223514","-15.7708140490512"
"233","233","0.126583154077512","-0.111008625733523","6.80332542487198","4.07237837325785","0.0412308542954097","-3.29452939461572"
"234","234","-1.38149377357363","-0.230194075028183","2.11577655610123","1.75571176614985","-7.37046872750192","-8.89582846091002"
"235","235","-1.8536358464388","-0.867698899259419","2.57502533417892","2.64390536700438","-12.7206719391011","-15.4130800402514"
"236","236","-0.135593675781735","-0.564711508241658","4.01331503567328","2.4348883363416","-5.57127000715454","-1.80705983189606"
"237","237","-0.309400597750966","-0.554293160087124","5.37486097628041","4.48565883691172","-3.51218995364811","-2.29834440527078"
"238","238","-1.71544043518308","-0.185731407587723","3.32256199306987","3.3638019527049","-10.8640626425203","-15.7198271477634"
"239","239","-2.23913785180099","0.142795761541842","2.95818372669064","2.11006274488166","-18.2029649497916","-20.1979979823059"
